,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
48822,Jacob Gilyard,Richmond,A10,31,87.6,111.7,24.1,57.1,59.68,2.2,7.4,28.2,16.1,74,96,0.771,103,171,0.602,74,204,0.363,0.1,4.6,25.6,So,9-May,0,4.07876,118.979,1.8,2019,50729,all,26.8,2.13329761,75.0,119.0,17.0,38.0,0.6303,0.4474,0.0,0.0,,,104.809,107.17,2.88399,212.632,4.24958,5.39438,-1.1448,4.21879,37.2903,3.82032,0.398465,0.6452,2.2581,2.9032,5.1613,2.8387,0.0323,16.1935,Pure PG,10.5663
48904,Sam Iorio,American,Pat,27,82.5,111.4,18.1,52.5,55.28,3.9,16.8,10.4,11.4,46,56,0.821,64,121,0.529,62,178,0.348,2.4,1.6,18.7,So,6-Jun,22,2.17553,104.597,1.6,2019,50878,all,,1.54285267,45.0,71.0,19.0,50.0,0.6338,0.38,4.0,5.0,0.8,,101.584,104.353,3.19539,169.015,1.30172,1.37438,-0.0726653,1.20692,37.2593,1.77167,-0.564745,1.1481,5.3704,6.5185,2.0,1.037,0.8889,13.3333,Wing F,10.3368
48937,Caleb Green,Holy Cross,Pat,33,88.7,100.4,18.9,49.2,52.28,1.4,9.1,17.2,15.7,51,64,0.797,98,201,0.488,37,111,0.333,0.2,2.0,20.5,So,10-May,0,1.14651,96.7719,1.6,2019,50941,all,,1.85960745,62.0,112.0,36.0,89.0,0.5536,0.4045,0.0,0.0,,,109.464,110.248,2.36486,176.241,-3.725,-1.32157,-2.40343,-3.75285,35.8788,-2.05901,-1.69385,0.3939,2.5455,2.9394,3.2121,1.1818,0.0606,10.8485,Combo G,5.77199
49011,Jahlil Jenkins,Fairleigh Dickinson,NEC,33,91.8,110.3,20.6,48.0,54.52,0.7,9.0,23.2,17.0,109,122,0.893,106,226,0.469,42,126,0.333,0.2,2.5,34.7,So,10-May,3,2.66338,108.363,1.6,2019,51091,all,,2.09328487,79.0,156.0,27.0,70.0,0.5064,0.3857,0.0,0.0,,,108.05,112.461,2.16554,199.253,-1.66733,1.08212,-2.74944,-1.09271,36.9143,0.401706,-1.49441,0.2,2.8571,3.0571,4.4857,1.6286,0.0857,13.6,Scoring PG,6.04426
49055,Kellan Grady,Davidson,A10,30,85.1,103.9,23.7,51.9,54.35,1.3,12.2,11.4,11.4,72,98,0.735,136,260,0.523,58,170,0.341,0.6,1.7,22.8,So,5-Jun,31,2.90189,109.72,1.6,2019,51180,all,81.2,1.13997718,88.0,135.0,48.0,125.0,0.6519,0.384,9.0,9.0,1.0,,101.449,100.783,3.73804,193.535,0.408122,0.822751,-0.41463,1.32861,37.5667,1.38085,-0.0522365,0.4,4.0667,4.4667,1.9,1.0333,0.1667,17.2667,Wing G,9.16121
49206,Terrell Gomez,Cal St. Northridge,BW,33,93.3,119.1,20.8,56.9,60.77,1.0,5.0,13.7,11.7,104,118,0.881,93,189,0.492,112,270,0.415,0.0,1.6,25.7,So,8-May,3.0,4.00141,118.371,1.3,2019,51461,all,25.2,1.62709618,44.0,76.0,49.0,113.0,0.5789,0.4336,0.0,0.0,,,115.382,118.148,1.46398,169.882,-0.401419,4.05638,-4.4578,1.4898,37.7059,4.22242,-2.73261,0.3529,1.7059,2.0588,2.8235,1.0588,0.0,19.1765,Combo G,11.9413
49218,RJ Cole,Howard,MEAC,31,91.7,110.8,29.7,49.4,56.14,1.9,10.7,34.7,17.0,192,237,0.81,124,286,0.434,77,199,0.387,0.1,2.7,48.9,So,1-Jun,2.0,4.17572,120.273,2.4,2019,51484,all,4.4,1.98182542,100.0,194.0,24.0,92.0,0.5155,0.2609,0.0,0.0,,,106.667,113.199,2.07744,210.471,2.83557,5.54901,-2.71344,3.55795,35.5294,4.60311,-1.04515,0.7059,3.4118,4.1176,6.4118,1.8824,0.0294,21.3824,Pure PG,9.27871
49266,Kevin Johnson,Nicholls St.,Slnd,27,88.2,98.6,19.5,42.1,46.49,2.2,10.3,27.6,18.4,50,63,0.794,65,162,0.401,28,92,0.304,0.2,3.0,24.8,So,10-May,3.0,0.806296,94.0471,2.5,2019,51625,all,,2.44610834,35.0,71.0,30.0,91.0,0.493,0.3297,0.0,2.0,0.0,,107.057,110.185,2.35857,172.438,-2.12607,-0.899458,-1.22662,-2.59157,35.129,-2.20487,-0.386707,0.7097,3.0645,3.7742,5.129,2.0645,0.1613,10.4516,Scoring PG,5.50734
49311,Taveion Hollingsworth,Western Kentucky,CUSA,34,90.7,101.8,21.3,47.6,51.57,3.3,10.0,12.7,15.6,91,118,0.771,126,265,0.475,49,154,0.318,0.7,1.9,28.2,So,2-Jun,11.0,2.25698,105.396,1.6,2019,51802,all,28.6,1.05558184,38.0,54.0,88.0,211.0,0.7037,0.4171,1.0,2.0,0.5,,102.801,103.01,3.32788,207.138,0.849753,1.17168,-0.321932,0.708435,36.7941,0.792167,-0.0837316,1.0294,3.3824,4.4118,2.2353,1.2059,0.2353,14.4118,Wing G,7.11974
49352,Matt Lewis,James Madison,CAA,31,88.8,104.1,26.4,46.1,52.74,3.0,11.3,18.0,16.6,143,177,0.808,101,234,0.432,58,174,0.333,1.1,1.6,43.4,So,5-Jun,1.0,2.47148,107.506,2.2,2019,51931,all,,1.13791535,51.0,106.0,50.0,128.0,0.4811,0.3906,4.0,4.0,1.0,,112.429,112.211,2.12631,166.421,-1.92481,0.617381,-2.54219,-0.396447,36.0909,1.70971,-2.10615,0.9394,3.2424,4.1818,3.0,0.9091,0.3636,16.4242,Combo G,9.42735
49357,Ryan Allen,Delaware,CAA,22,61.9,106.5,23.7,51.8,54.38,0.6,7.4,14.1,10.9,62,92,0.674,53,114,0.465,61,165,0.37,0.3,1.1,33.0,So,2-Jun,0.0,2.28967,106.308,2.1,2019,51938,all,,1.54546674,33.0,51.0,20.0,63.0,0.6471,0.3175,0.0,0.0,,,115.941,114.692,1.80313,98.7474,-2.72143,1.9054,-4.62682,-0.890354,36.0,1.84147,-2.73183,0.1818,2.1818,2.3636,2.3182,0.6364,0.0909,15.9545,Combo G,12.8983
49425,Martaveous McKnight,Arkansas Pine Bluff,SWAC,31,90.6,106.2,29.3,52.0,55.6,2.2,13.8,21.4,15.3,137,193,0.71,145,306,0.474,74,186,0.398,1.1,2.0,39.2,Sr,4-Jun,23.0,3.51425,115.393,1.4,2019,52214,all,,1.08043987,53.0,96.0,96.0,216.0,0.5521,0.4444,3.0,3.0,1.0,,105.568,111.594,2.24737,193.436,0.306111,2.59317,-2.28706,3.3484,36.7812,4.95374,-1.60534,0.6875,4.3125,5.0,2.9375,1.5,0.3438,20.8438,Combo G,9.71418
49466,Shannon Bogues,Stephen F. Austin,Slnd,26,90.8,101.4,26.9,48.9,53.54,1.4,8.4,20.3,18.6,102,132,0.773,100,219,0.457,57,160,0.356,0.9,2.0,34.8,Sr,3-Jun,5.0,2.36161,106.205,1.6,2019,52284,all,,1.13683015,59.0,118.0,41.0,101.0,0.5,0.4059,7.0,7.0,1.0,,108.068,110.302,2.41323,157.245,-2.65877,0.274006,-2.93278,0.0171283,36.1333,1.82086,-1.80374,0.4333,2.5667,3.0,3.6,1.2,0.2667,17.8667,Scoring PG,9.63165
49499,Michael Ertel,Louisiana Monroe,SB,34,89.7,116.3,20.0,52.7,56.49,1.3,8.8,15.5,9.8,79,87,0.908,106,249,0.426,79,177,0.446,0.4,1.1,20.4,So,2-Jun,2.0,3.5034,115.605,1.7,2019,52335,all,,2.2500994,38.0,68.0,68.0,181.0,0.5588,0.3757,0.0,0.0,,,112.21,112.344,2.13014,182.152,-0.246253,2.41365,-2.6599,0.579736,36.3429,2.39424,-1.81451,0.3714,2.6571,3.0286,2.8286,0.6571,0.1429,15.5429,Combo G,8.29564
49919,R.J. Barrett,Duke,ACC,38,87.9,108.0,31.3,50.6,53.19,4.8,17.2,23.5,15.9,149,224,0.665,246,465,0.529,73,237,0.308,1.2,1.4,31.9,Fr,7-Jun,5.0,5.37716,131.547,2.1,2019,65854,all,100.0,1.33335401,168.0,262.0,78.0,204.0,0.6412,0.3824,40.0,42.0,0.9524,3.0,95.1227,89.0179,4.9322,254.326,5.93047,4.58557,1.3449,7.17656,35.2632,5.86672,1.30984,1.5526,6.0263,7.5789,4.3158,0.8947,0.4211,22.6316,Wing G,9.60522
49940,Jalen Pickett,Siena,MAAC,33,91.2,113.7,28.4,51.4,54.61,4.4,11.9,42.5,15.0,88,118,0.746,119,234,0.509,65,187,0.348,2.8,3.5,28.0,Fr,4-Jun,22.0,4.39624,122.206,2.5,2019,65879,all,,2.76256079,65.0,104.0,54.0,130.0,0.625,0.4154,4.0,4.0,1.0,,102.376,105.592,3.01958,224.282,6.98259,5.50939,1.47321,6.15568,37.1515,4.62272,1.53296,1.303,3.303,4.6061,6.697,2.0,0.8788,15.7879,Pure PG,9.97924
50018,Jamari Blackmon,North Alabama,ASun,29,89.8,94.7,23.3,39.2,45.57,2.4,8.9,17.4,13.4,112,147,0.762,62,177,0.35,58,203,0.286,0.6,2.5,38.7,Fr,Jun-00,3.0,1.35662,98.3442,2.9,2019,65969,all,,1.4500267,49.0,118.0,13.0,59.0,0.4153,0.2203,0.0,0.0,,,106.829,107.602,2.72381,183.06,0.131303,0.613536,-0.482232,-0.500857,35.3438,-0.440168,-0.0606896,0.8125,2.6562,3.4688,2.7188,1.75,0.1875,14.5938,Combo G,10.932
50048,Lamine Diane,Cal St. Northridge,BW,33,87.1,97.9,37.2,49.0,49.86,10.0,24.3,14.2,13.4,131,251,0.522,333,678,0.491,7,23,0.304,6.3,2.4,35.8,Fr,7-Jun,35.0,3.38608,115.462,3.9,2019,66007,all,67.6,0.64762088,197.0,286.0,136.0,392.0,0.6888,0.3469,61.0,63.0,0.9683,,101.98,104.425,3.02694,283.807,-0.341096,-0.980721,0.639625,0.985151,35.2424,2.22252,-1.23737,3.2727,7.8788,11.1515,2.0606,1.5152,2.1818,24.7879,PF/C,1.08963
50172,Braden Norris,Oakland,Horz,32,88.9,119.6,12.9,64.4,66.96,0.2,8.7,25.4,24.3,56,75,0.747,9,29,0.31,64,134,0.478,0.2,2.4,46.0,Fr,11-May,1.0,2.25226,105.717,2.6,2019,66146,all,,2.76187716,6.0,18.0,3.0,11.0,0.3333,0.2727,0.0,0.0,,,111.436,110.325,2.36014,188.164,1.41346,2.23721,-0.823759,0.991482,35.697,0.734869,0.256614,0.0606,2.697,2.7576,5.2727,1.4242,0.0606,8.3636,Pure PG,6.66687
50174,Nick Honor,Fordham,A10,31,90.0,98.5,24.9,44.3,47.83,1.6,6.0,19.0,11.6,71,87,0.816,98,249,0.394,68,202,0.337,0.0,1.3,19.3,Fr,10-May,3.0,2.04952,103.872,2.1,2019,66148,all,52.6,1.75928893,49.0,90.0,49.0,159.0,0.5444,0.3082,0.0,0.0,,,106.081,108.056,2.6724,155.944,-2.12027,0.394908,-2.51518,-0.828296,36.0938,0.466026,-1.29432,0.5625,1.8125,2.375,2.9688,0.875,0.0,15.2812,Combo G,10.8584
50213,Jared Bynum,Saint Joseph's,A10,33,91.1,103.2,19.2,47.4,51.54,1.4,10.0,24.6,15.8,87,126,0.69,91,201,0.453,35,102,0.343,0.5,2.1,41.6,Fr,10-May,3.0,2.19798,104.842,1.7,2019,66190,all,26.0,2.33329845,66.0,127.0,22.0,68.0,0.5197,0.3235,0.0,0.0,,,107.518,107.758,2.74382,204.124,0.298835,1.05011,-0.751271,-0.735694,36.5758,-0.41581,-0.319883,0.4545,3.1818,3.6364,4.4545,1.3333,0.1515,11.3333,Scoring PG,4.93028
50240,Kyle Lofton,St. Bonaventure,A10,34,91.8,109.5,21.9,48.9,53.66,2.8,5.0,22.0,14.2,98,117,0.838,139,286,0.486,38,115,0.33,0.2,2.3,29.2,Fr,3-Jun,0.0,3.28661,113.241,2.3,2019,66221,all,,1.98432851,76.0,140.0,63.0,146.0,0.5429,0.4315,3.0,3.0,1.0,,100.392,100.268,3.71719,187.353,2.38255,2.54052,-0.157972,3.12431,37.4118,1.66631,1.458,0.8824,1.6176,2.5,3.7353,1.4118,0.0588,14.4118,Scoring PG,5.56388
50570,Antoine Davis,Detroit,Horz,30,90.5,107.7,35.0,50.1,53.93,2.1,7.5,24.0,14.5,126,147,0.857,131,310,0.423,132,347,0.38,0.0,1.4,22.4,Fr,1-Jun,0.0,5.14595,127.11,2.5,2019,66614,all,,1.08081819,37.0,94.0,94.0,216.0,0.3936,0.4352,0.0,0.0,,,117.706,116.558,1.67422,154.229,-0.084571,5.00756,-5.09213,2.70931,37.4,6.29362,-3.58432,0.7333,2.4,3.1333,3.5667,0.9333,0.0,26.1333,Scoring PG,17.7275
50907,Jake Hendricks,Wyoming,MWC,23,66.4,104.6,14.4,56.5,57.23,0.4,8.6,6.6,10.6,21,33,0.636,13,36,0.361,67,165,0.406,0.0,1.6,16.4,Jr,5-Jun,0.0,0.955785,95.1604,2.9,2019,67800,all,,1.09095656,7.0,16.0,6.0,20.0,0.4375,0.3,0.0,0.0,,,110.696,110.833,2.31128,130.06,-1.4305,0.462999,-1.8935,-2.20369,35.9565,-1.17538,-1.0283,0.1304,2.7391,2.8696,1.0435,1.0,0.0,10.7826,Combo G,11.3646
51393,Kendal Manuel,Montana,BSky,29,89.4,103.5,21.6,50.6,54.86,1.1,10.7,10.3,13.0,72,79,0.911,97,207,0.469,56,151,0.371,0.3,1.4,22.1,Sr,4-Jun,2.0,2.34443,104.243,1.8,2020,39148,all,19.8,1.11317778,40.0,72.0,57.0,135.0,0.5556,0.4222,2.0,2.0,1.0,,101.702,102.335,3.10165,168.869,0.289446,1.41919,-1.12974,1.02368,36.1935,1.72631,-0.702631,0.3226,3.129,3.4516,1.9032,0.871,0.129,14.9677,Wing G,8.32295
51433,Jonah Radebaugh,Northern Colorado,BSky,29,95.0,118.7,25.7,55.9,58.56,3.7,16.4,35.1,16.4,69,88,0.784,137,266,0.515,48,108,0.444,0.6,2.3,23.5,Sr,3-Jun,12.0,5.30205,125.533,1.9,2020,39798,all,,2.58976198,109.0,180.0,28.0,86.0,0.6056,0.3256,0.0,0.0,,,95.8456,97.3964,3.95028,207.423,7.84148,5.76762,2.07385,7.3095,37.6774,5.35273,1.95677,1.129,5.1613,6.2903,6.5161,1.4839,0.2258,16.4516,Scoring PG,5.91093
51439,Raiquan Clark,LIU Brooklyn,NEC,31,85.5,97.9,28.6,52.9,55.9,6.0,16.4,10.2,19.1,139,212,0.656,196,364,0.538,26,80,0.325,2.0,1.8,47.7,Sr,6-Jun,23.0,2.24701,103.685,3.5,2020,40055,all,,0.47320001,165.0,279.0,31.0,85.0,0.5914,0.3647,5.0,5.0,1.0,,102.026,104.541,2.79295,225.764,-2.88547,-1.96402,-0.921451,-1.4131,35.3438,-0.273095,-1.14,1.875,5.4375,7.3125,1.6562,1.1562,0.7188,19.5,Wing F,3.92503
51470,Jordan Roland,Northeastern,CAA,33,90.1,118.1,27.5,57.4,61.63,1.9,10.1,11.3,10.8,129,146,0.884,155,277,0.56,95,241,0.394,0.8,2.6,28.2,Sr,1-Jun,12.0,5.09152,126.048,2.0,2020,40583,all,2.0,1.01723943,82.0,122.0,72.0,155.0,0.6721,0.4645,11.0,11.0,1.0,,101.953,101.985,3.17148,201.584,3.60748,4.78739,-1.17991,5.83749,36.1818,5.98732,-0.149829,0.5152,2.8182,3.3333,1.7879,1.5455,0.2424,21.9394,Combo G,12.3222
51499,Desure Buie,Hofstra,CAA,33,94.1,115.4,26.4,53.3,58.0,1.6,9.7,31.8,17.2,123,145,0.848,133,284,0.468,76,179,0.425,0.3,3.2,31.3,Sr,11-May,4.0,4.75292,121.735,1.3,2020,41310,all,38.8,2.05156156,49.0,89.0,84.0,195.0,0.5506,0.4308,0.0,0.0,,,99.8925,101.004,3.43955,233.58,5.16719,5.06039,0.106806,5.85996,37.2941,4.87067,0.989298,0.5,3.1765,3.6765,5.8529,2.0294,0.0882,18.2647,Pure PG,8.44688
51503,John Crosby,Delaware St.,MEAC,30,87.6,95.9,29.7,47.9,52.66,1.8,14.7,21.5,20.6,130,168,0.774,157,318,0.494,51,169,0.302,0.4,1.7,34.5,Sr,3-Jun,24.0,2.23632,103.733,2.3,2020,41498,all,52.0,0.82171563,67.0,113.0,82.0,188.0,0.5929,0.4362,3.0,3.0,1.0,,110.205,118.686,1.05234,197.509,-4.3564,-0.251385,-4.10502,-2.55336,35.1875,1.25158,-3.80494,0.625,4.5625,5.1875,3.3125,1.2188,0.125,19.75,Combo G,8.3322
51551,Jimmy Whitt Jr.,Arkansas,SEC,32,91.2,105.3,20.1,48.5,52.04,4.0,12.0,12.4,10.3,87,123,0.707,181,371,0.488,0,2,0.0,1.3,2.1,33.0,Sr,3-Jun,33.0,2.92608,108.468,2.5,2020,42446,all,86.6,1.56814541,69.0,108.0,112.0,263.0,0.6389,0.4259,11.0,14.0,0.7857,,97.7992,93.3922,4.29526,215.312,2.38453,0.862501,1.52203,2.91783,37.0312,1.50079,1.41703,1.2812,3.8438,5.125,2.1562,1.375,0.4375,14.0312,Wing G,0.0941853
51554,K.J. Lawson,Tulane,Amer,30,87.1,99.1,20.6,47.8,50.69,3.2,14.9,13.2,13.5,62,88,0.705,88,203,0.433,48,132,0.364,0.7,2.0,26.3,Sr,7-Jun,1.0,2.1559,103.172,1.8,2020,42509,all,89.6,1.23529403,51.0,98.0,36.0,104.0,0.5204,0.3462,3.0,3.0,1.0,,102.759,101.933,3.07194,189.56,0.118675,0.555993,-0.437318,0.717354,35.1333,1.22621,-0.50886,1.0333,4.3,5.3333,2.1,1.2,0.2,12.7333,Wing G,7.20994
51609,Jibri Blount,North Carolina Central,MEAC,28,92.0,101.2,26.0,52.3,56.22,8.1,21.4,10.2,20.1,116,164,0.707,161,298,0.54,20,67,0.299,1.8,3.0,44.9,Sr,7-Jun,2.0,2.40797,104.195,3.1,2020,43539,all,4.6,0.52041883,116.0,185.0,45.0,113.0,0.627,0.3982,16.0,20.0,0.8,,92.6143,97.615,3.79662,242.655,0.619323,-0.677081,1.2964,1.2022,36.8065,0.834863,0.367333,2.5161,6.7742,9.2903,1.6452,2.0968,0.5806,19.0323,Wing F,3.72931
51685,Charlie Moore,DePaul,BE,31,88.8,97.6,26.5,43.4,48.82,1.4,8.8,34.5,20.8,109,136,0.801,106,262,0.405,53,165,0.321,0.2,2.4,31.9,Jr,11-May,11.0,3.04016,110.007,2.9,2020,44420,all,86.0,1.75,71.0,163.0,35.0,99.0,0.4356,0.3535,0.0,0.0,,,102.164,96.4243,3.81063,194.772,1.25958,2.12816,-0.868584,2.22803,35.5938,1.78414,0.443891,0.4688,2.8438,3.3125,6.125,1.5312,0.0625,15.5312,Pure PG,8.26541
51692,Malik Johnson,Canisius,MAAC,32,95.5,96.9,21.6,43.0,47.47,1.3,17.2,30.1,19.5,88,123,0.715,109,241,0.452,32,124,0.258,0.3,3.0,33.7,Sr,10-May,1.0,1.57901,97.2571,2.4,2020,44517,all,,2.0768689,59.0,96.0,50.0,145.0,0.6146,0.3448,0.0,0.0,,,98.5989,102.601,3.27837,253.043,0.252299,0.0999649,0.152334,-0.0176162,38.1875,-0.506103,0.488487,0.4375,5.4062,5.8438,5.9062,2.0,0.0938,12.5625,Scoring PG,5.74751
51694,Jon Axel Gudmundsson,Davidson,A10,30,86.5,110.4,23.7,50.9,56.23,2.1,22.4,24.6,16.0,110,143,0.769,75,147,0.51,58,171,0.339,0.2,2.1,45.0,Sr,5-Jun,3.0,4.06659,119.21,2.2,2020,44542,all,,1.93940895,66.0,116.0,9.0,28.0,0.569,0.3214,0.0,0.0,,,98.5071,97.8776,3.5376,206.275,5.55658,4.6595,0.897088,5.11512,35.4667,4.15753,0.957593,0.6,6.5,7.1,4.2667,1.2,0.0667,14.4667,Wing G,9.84172
51704,Morgan Means,Seattle,WAC,27,85.6,104.9,20.6,43.1,50.23,4.5,12.4,17.9,13.8,90,102,0.882,73,160,0.456,34,128,0.266,0.0,2.3,35.4,Sr,3-Jun,13.0,2.14858,103.422,3.6,2020,44696,all,,1.74470037,44.0,80.0,30.0,81.0,0.55,0.3704,1.0,2.0,0.5,,101.87,104.047,2.768,172.339,1.40227,1.66247,-0.260201,0.0295025,35.037,0.0292409,0.000261558,1.4815,3.5926,5.0741,3.037,1.4444,0.0,12.5185,Combo G,7.76853
51716,Jermaine Marrow,Hampton,BSth,25,77.6,105.7,34.6,45.0,51.31,2.2,7.2,37.6,12.9,174,230,0.757,144,310,0.465,51,180,0.283,0.2,1.6,46.9,Sr,Jun-00,2.0,4.67472,120.236,3.3,2020,44719,all,,2.15294649,85.0,152.0,59.0,158.0,0.5592,0.3734,0.0,0.0,,,117.109,120.201,0.95651,144.992,-0.0956905,5.64151,-5.7372,-0.0307547,37.7857,4.23168,-4.26244,0.75,2.4643,3.2143,6.5357,1.2143,0.0714,24.75,Pure PG,10.4527
51720,Nate Darling,Delaware,CAA,32,95.3,110.9,26.7,55.5,59.92,1.5,10.4,15.2,15.7,129,151,0.854,111,221,0.502,107,268,0.399,0.6,1.2,30.9,Jr,5-Jun,3.0,4.20625,117.13,1.8,2020,44749,all,12.0,1.01134543,78.0,121.0,34.0,101.0,0.6446,0.3366,3.0,3.0,1.0,,107.358,108.254,2.5256,191.747,0.996547,3.84301,-2.84646,2.5771,38.2812,4.65444,-2.07735,0.4375,3.5,3.9375,2.7812,0.7812,0.2188,21.0,Wing G,12.7165
51727,Brandon Anderson,Brown,Ivy,25,84.3,95.2,29.1,42.6,49.06,2.7,9.4,20.5,19.9,115,140,0.821,92,225,0.409,48,160,0.3,0.6,2.6,36.4,Sr,1-Jun,2.0,2.51217,105.979,2.3,2020,44786,all,,0.8314607,60.0,123.0,32.0,102.0,0.4878,0.3137,0.0,0.0,,,100.642,101.447,3.15199,159.132,-0.782833,0.226817,-1.00965,0.178283,35.08,0.690228,-0.511945,0.92,2.88,3.8,2.96,1.6,0.2,17.72,Combo G,10.4485
51753,Xavier Green,Old Dominion,CUSA,32,89.2,87.9,23.4,42.2,44.32,2.6,10.7,16.0,19.1,43,58,0.741,113,291,0.388,47,144,0.326,0.2,1.4,13.3,Jr,6-Jun,10.0,0.811629,91.8947,2.6,2020,44944,all,15.2,0.96549946,35.0,75.0,78.0,216.0,0.4667,0.3611,2.0,3.0,0.6667,,100.669,100.606,3.31093,187.724,-1.96818,-1.6591,-0.309082,-2.45021,35.9688,-1.94361,-0.506602,0.875,3.3438,4.2188,2.625,0.875,0.0625,12.8125,Wing G,7.41047
51853,Keith Braxton,St. Francis PA,NEC,31,91.1,112.0,25.0,50.6,56.37,3.8,19.3,19.5,16.9,133,159,0.836,156,300,0.52,36,115,0.313,0.8,2.0,38.3,Sr,5-Jun,13.0,3.80808,115.462,1.7,2020,45647,all,,1.39076057,112.0,184.0,44.0,116.0,0.6087,0.3793,1.0,2.0,0.5,,101.493,104.903,2.83676,224.985,2.37965,2.96604,-0.586389,3.6552,36.0938,4.19417,-0.538966,1.1875,6.2812,7.4688,3.7812,1.3125,0.25,17.5938,Wing G,5.80157
51862,Sayeed Pridgett,Montana,BSky,29,89.1,101.2,31.7,51.9,54.34,5.0,19.4,23.4,16.9,93,136,0.684,220,411,0.535,12,48,0.25,1.6,2.4,29.6,Sr,5-Jun,4.0,3.57025,114.208,3.2,2020,45731,all,24.0,1.17648852,136.0,197.0,84.0,214.0,0.6904,0.3925,6.0,6.0,1.0,,96.0697,96.6674,3.79371,215.676,3.70931,1.82418,1.88514,4.06396,36.2258,3.30049,0.763469,1.4516,5.7097,7.1613,3.871,1.4839,0.5161,19.7742,Wing G,2.65461
51866,Harald Frey,Montana St.,BSky,29,91.1,109.0,25.8,49.1,57.29,1.3,11.8,27.9,16.2,151,173,0.873,86,179,0.48,57,170,0.335,0.2,2.3,49.6,Sr,2-Jun,5.0,3.7121,114.691,2.1,2020,45745,all,,1.84411597,57.0,98.0,29.0,81.0,0.5816,0.358,0.0,0.0,,,100.712,101.227,3.30277,193.179,4.26318,4.3533,-0.0901199,4.12205,36.0645,3.36019,0.76186,0.3548,3.9677,4.3226,4.5806,1.4839,0.0645,16.6452,Scoring PG,9.45342
51873,Michael Buckland,Lipscomb,ASun,27,80.9,107.1,14.4,56.6,59.49,1.1,15.0,13.3,20.8,36,43,0.837,45,88,0.511,47,116,0.405,1.9,2.2,21.1,Sr,5-Jun,3.0,1.41956,96.7223,2.8,2020,45825,all,,1.42306626,23.0,31.0,22.0,57.0,0.7419,0.386,0.0,0.0,,,102.249,105.212,2.76008,190.877,1.10003,0.591127,0.508901,0.118819,35.3103,-0.292773,0.411592,0.3103,4.5862,4.8966,2.5517,1.3793,0.5517,10.0,Wing G,6.9588
51917,Eli Pemberton,Hofstra,CAA,33,91.1,115.4,23.6,51.7,56.96,5.1,12.6,10.5,12.0,128,149,0.859,143,293,0.488,59,155,0.381,0.4,2.0,33.3,Sr,5-Jun,5.0,4.09665,117.726,2.0,2020,46158,all,,1.10171157,100.0,153.0,43.0,142.0,0.6536,0.3028,4.0,5.0,0.8,,101.228,102.355,3.16071,213.813,2.77671,3.29184,-0.51513,3.78491,36.2353,3.88441,-0.0995054,1.6765,3.8824,5.5588,1.9118,1.2941,0.2059,17.6176,Wing G,7.55521
51936,Sa'eed Nelson,American,Pat,29,87.1,102.1,30.1,50.5,53.35,4.3,12.4,27.9,18.5,108,165,0.655,193,358,0.539,14,66,0.212,1.0,4.5,38.9,Sr,2-Jun,0.0,3.11468,110.239,2.4,2020,46276,all,,1.34653156,159.0,270.0,34.0,88.0,0.5889,0.3864,2.0,2.0,1.0,,97.1787,99.9831,3.42245,220.435,3.08361,1.67068,1.41293,3.56066,36.2069,2.07464,1.48602,1.3103,3.7931,5.1034,4.6897,2.7931,0.3448,18.4828,Scoring PG,3.6439
51953,Tarkus Ferguson,Illinois Chicago,Horz,32,84.0,101.3,23.5,51.3,55.26,2.1,15.1,27.1,22.9,95,126,0.754,90,170,0.529,63,190,0.332,3.4,1.9,35.0,Sr,4-Jun,4.0,2.14325,102.655,2.6,2020,46400,all,11.2,1.40367566,65.0,100.0,25.0,70.0,0.65,0.3571,4.0,4.0,1.0,,95.7056,97.6236,3.67859,235.678,3.45675,1.22533,2.23142,3.34426,35.8125,1.88893,1.45533,0.625,5.25,5.875,4.7812,1.2188,1.0938,14.5,Combo G,9.36595
51971,Desmond Bane,TCU,B12,31,89.6,112.2,23.5,54.9,56.54,4.6,16.6,26.0,16.7,44,56,0.786,100,222,0.45,87,198,0.439,1.6,2.4,13.3,Sr,6-Jun,1.0,4.99592,125.53,2.4,2020,46595,all,,1.67567568,63.0,102.0,37.0,120.0,0.6176,0.3083,0.0,0.0,,30.0,96.9757,93.4562,4.21228,212.604,7.886,5.60076,2.28524,8.89525,36.0625,6.55709,2.33816,1.4375,4.9062,6.3438,3.875,1.4688,0.5312,16.5938,Wing G,10.7734
